title_s,journalTitle_s,fileMain_s,releasedDateY_i,Gender_Numeric_Avg,First_Gender_Value,Last_Gender_Value,numChunks,Parsed_BERTopics,Parsed_TopicsLDA,TaxoEntities_Count
['Quantifying rapidly declining abundance of insects in Europe using a paired experimental design'],Ecology and Evolution,https://cnrs.hal.science/hal-03024728/document,2020,-1.0,-1.0,-1.0,5,{'B-1': 5},"{'L29': 4.73, 'L58': 9.56, 'L102': 1.28, 'L127': 3.14, 'L130': 2.42, 'L139': 74.61, 'L175': 1.13}","Counter({('GBIF:216', 'insects'): 5, ('GBIF:216', 'insect'): 4, ('GBIF:9515886', 'Hirundo rustica'): 3, ('GBIF:8178722', 'grass'): 2, ('GBIF:6370925', 'grass'): 2, ('GBIF:5602702', 'grass'): 2, ('GBIF:5361880', 'grass'): 2, ('GBIF:5709497', 'grass'): 2, ('GBIF:2489222', 'Barn Swallows'): 2, ('GBIF:1315132', 'Formica rufa'): 2, ('GBIF:797', 'moths'): 2, ('GBIF:1470', 'beetles'): 1, ('GBIF:4807382', 'Conifera'): 1, ('GBIF:3230674', 'Diptera'): 1, ('GBIF:811', 'Diptera'): 1, ('GBIF:789', 'dragonflies'): 1, ('GBIF:789', 'damselflies'): 1, ('GBIF:789', 'Odonata'): 1, ('GBIF:5115874', 'Arctia caja'): 1, ('GBIF:1340278', 'bumble bees'): 1, ('GBIF:4334', 'bumble bees'): 1, ('GBIF:1340493', 'Bombus terricola'): 1})"
['Contrasting the seasonal and elevational prevalence of generalist avian haemosporidia in co‐occurring host species'],Ecology and Evolution,https://hal.science/hal-03013287/document,2020,-0.1111111111111111,-1.0,0.5,11,"{'B66': 1, 'B60': 9, 'B-1': 1}","{'L24': 41.97, 'L54': 10.71, 'L66': 3.99, 'L76': 1.1, 'L79': 25.6, 'L104': 2.48, 'L130': 11.22}","Counter({('GBIF:7237915', 'Leucocytozoon'): 70, ('GBIF:8019101', 'Leucocytozoon'): 70, ('GBIF:5428622', 'Leucocytozoon'): 70, ('GBIF:8364053', 'Plasmodium'): 43, ('GBIF:9775399', 'Plasmodium'): 43, ('GBIF:8191482', 'Blue Tit'): 33, ('GBIF:2487879', 'Blue Tit'): 33, ('GBIF:9705453', 'great tit'): 33, ('GBIF:4906553', 'Haemoproteus'): 9, ('GBIF:7673407', 'Haemoproteus'): 9, ('GBIF:2487879', 'Cyanistes caeruleus'): 6, ('GBIF:8359166', 'Haemosporidium'): 6, ('GBIF:2946519', 'Blue Pea'): 5, ('GBIF:9705453', 'Parus major'): 3, ('GBIF:2487923', 'Parus'): 3, ('GBIF:8858586', 'Haemospororida'): 3, ('GBIF:3522', 'Simuliidae'): 2, ('GBIF:3230674', 'Diptera'): 2, ('GBIF:811', 'Diptera'): 2, ('GBIF:1652991', 'Culex pipiens'): 2, ('GBIF:3250519', 'Cornwallia'): 1, ('GBIF:3252311', 'Cornwallia'): 1, ('GBIF:4574730', 'Casteria'): 1, ('GBIF:8417990', 'Casteria'): 1, ('GBIF:4906555', 'Haemoplasmodium'): 1, ('GBIF:10540993', 'Plasmodium falciparum'): 1, ('GBIF:9327', 'Paridae'): 1, ('GBIF:2487875', 'Cyanistes'): 1, ('GBIF:3346', 'Culicidae'): 1, ('GBIF:3340', 'Ceratopogonidae'): 1, ('GBIF:5734043', 'Simulium'): 1, ('GBIF:9499318', 'Simulium'): 1, ('GBIF:3247776', 'Moulinia'): 1, ('GBIF:3249794', 'Moulinia'): 1, ('GBIF:5242', 'Hawaiian Honeycreepers'): 1, ('GBIF:7393472', 'Simulia'): 1, ('GBIF:3346', 'mosquitoes'): 1, ('GBIF:811', 'mosquitoes'): 1, ('GBIF:2492956', 'Sylvia atricapilla'): 1, ('GBIF:2441927', 'Mata Mata'): 1, ('GBIF:2810674', 'Orchis influenza'): 1, ('GBIF:4866231', 'Forma'): 1, ('GBIF:2494200', 'European Serin'): 1, ('GBIF:7426891', 'Chagasia'): 1, ('GBIF:1654636', 'Chagasia'): 1})"
['When should a trophically transmitted parasite exploit host compensatory responses?'],Ecology and Evolution,https://hal.umontpellier.fr/hal-02502772/document,2020,-0.5,0.5,-1.0,7,"{'B-1': 1, 'B16': 6}","{'L54': 95.49, 'L91': 2.34}","Counter({('GBIF:9621923', 'Lyria stricto sensu'): 14, ('GBIF:4345872', 'Microphallus papillorobustus'): 4, ('GBIF:2219864', 'Gammarus insensibilis'): 3, ('GBIF:8014281', 'Toxoplasma gondii'): 2, ('GBIF:9192511', 'Chrysomelobia labidomerae'): 2, ('GBIF:1047370', 'Labidomera clivicollis'): 2, ('GBIF:67', 'Acanthocephala'): 2, ('GBIF:2050026', 'Acanthocephala'): 2, ('GBIF:3231939', 'Acanthocephala'): 2, ('GBIF:3268278', 'Acanthocephala'): 2, ('GBIF:108', 'platyhelminths'): 1, ('GBIF:1458', 'Orthoptera'): 1, ('GBIF:1231', 'amphipod'): 1, ('GBIF:643', 'isopods'): 1, ('GBIF:2500440', 'Acanthocephalus lucii'): 1, ('GBIF:9801951', 'Acanthocephalus lucii'): 1, ('GBIF:4270810', 'Drummond rush'): 1, ('GBIF:2701717', 'Drummond rush'): 1, ('GBIF:1034845', 'Colorado Tiger Beetle'): 1, ('GBIF:2218440', 'Gammarus'): 1, ('GBIF:8030589', 'Gammarus'): 1, ('GBIF:1231', 'Amphipoda'): 1})"
['Anther-smut fungi from more contaminated sites in Chernobyl show lower infection ability and lower viability following experimental irradiation'],Ecology and Evolution,https://hal.science/hal-02751148/document,2020,0.2,1.0,1.0,9,"{'B92': 8, 'B-1': 1}","{'L146': 2.33, 'L162': 96.15}","Counter({('GBIF:5384805', 'Silene latifolia'): 11, ('GBIF:8337993', 'Silene latifolia'): 11, ('GBIF:8715311', 'Silene latifolia'): 11, ('GBIF:8339318', 'Silene latifolia'): 11, ('GBIF:7497087', 'Silene latifolia'): 11, ('GBIF:2556076', 'Microbotryum'): 8, ('GBIF:2556320', 'Microbotryum lychnidis-dioicae'): 3, ('GBIF:5', 'fungi'): 3, ('GBIF:4904189', 'Fungal'): 2, ('GBIF:2616163', 'Alternaria alternata'): 2, ('GBIF:3458592', 'Sporothrix schenckii'): 2, ('GBIF:2556337', 'Microbotryum violaceum'): 2, ('GBIF:4904893', 'Sporidium'): 1, ('GBIF:8084280', 'Codling'): 1, ('GBIF:5215405', 'Codling'): 1, ('GBIF:1737847', 'Cydia pomonella (Linnaeus, 1758)'): 1, ('GBIF:797', 'Lepidoptera'): 1, ('GBIF:10191992', 'Tortricidae'): 1, ('GBIF:5343', 'Tortricidae'): 1, ('GBIF:5331989', 'Betula verrucosa'): 1, ('GBIF:3188924', 'Oenothera biennis'): 1, ('GBIF:8891782', 'Oenothera biennis'): 1, ('GBIF:7893927', 'Oenothera biennis'): 1, ('GBIF:5074596', 'Drosophila willistoni'): 1, ('GBIF:8380578', 'Pinus sylvestris'): 1, ('GBIF:7306211', 'Pinus sylvestris'): 1, ('GBIF:8116613', 'Pinus sylvestris'): 1, ('GBIF:5285637', 'Pinus sylvestris'): 1, ('GBIF:7718215', 'Pinus sylvestris'): 1, ('GBIF:9236790', '? rosenthali'): 1, ('GBIF:5073713', 'Drosophila melanogaster'): 1, ('GBIF:7821429', 'Drosophila melanogaster'): 1})"
['How does urbanization affect the reproductive characteristics and ecological affinities of street plant communities?'],Ecology and Evolution,https://hal.sorbonne-universite.fr/hal-02282032/document,2019,0.0,-1.0,-1.0,11,"{'B-1': 4, 'B24': 6, 'B86': 1}","{'L9': 6.72, 'L17': 3.51, 'L29': 8.31, 'L31': 1.25, 'L44': 1.83, 'L58': 1.09, 'L74': 2.44, 'L81': 3.33, 'L89': 1.71, 'L116': 1.73, 'L143': 1.23, 'L151': 3.37, 'L169': 36.98, 'L194': 18.63, 'L199': 1.5}","Counter({('GBIF:8968939', '? geslinii'): 2, ('GBIF:1457', 'Hymenoptera'): 2, ('GBIF:2497', 'Lamiaceae'): 1, ('GBIF:5386', 'Fabaceae'): 1, ('GBIF:3230674', 'Diptera'): 1, ('GBIF:811', 'Diptera'): 1, ('GBIF:1470', 'Coleoptera'): 1, ('GBIF:10313671', 'Coleoptera'): 1, ('GBIF:797', 'Lepidoptera'): 1, ('GBIF:3264953', 'Heteroptera'): 1, ('GBIF:10395009', 'Heteroptera'): 1, ('GBIF:3248454', 'Heteroptera'): 1, ('GBIF:7756863', 'Heteroptera'): 1, ('GBIF:4981989', 'Alanities'): 1, ('GBIF:1340278', 'bumble bees'): 1, ('GBIF:4334', 'bumble bees'): 1, ('GBIF:1340278', 'Bombus'): 1, ('GBIF:8035432', 'Crepis sancta'): 1, ('GBIF:5403605', 'Crepis sancta'): 1, ('GBIF:7689', 'orchids'): 1, ('GBIF:9384949', 'Sorbus badensis Düll'): 1, ('GBIF:3013045', 'Sorbus badensis Düll'): 1, ('GBIF:5123443', 'Anthophila'): 1, ('GBIF:7385060', 'Anthophila'): 1, ('GBIF:7289278', 'Preslia'): 1, ('GBIF:2480660', 'Madagascar harrier hawk'): 1, ('GBIF:9133728', 'Lotus corniculatus'): 1, ('GBIF:5357013', 'Lotus corniculatus'): 1, ('GBIF:1695480', 'Aliena'): 1, ('GBIF:9381652', 'Aliena'): 1})"
['Low temperature has opposite effects on sex determination in a marine fish at the larval/postlarval and juvenile stages'],Ecology and Evolution,https://hal.inrae.fr/hal-03150869/document,2021,-0.5,-1.0,-1.0,8,"{'B-1': 2, 'B32': 6}","{'L11': 1.83, 'L13': 3.46, 'L19': 1.29, 'L27': 45.75, 'L46': 2.14, 'L66': 2.5, 'L67': 3.44, 'L95': 15.38, 'L105': 2.07, 'L111': 1.41, 'L132': 1.94, 'L178': 11.59, 'L181': 3.11}","Counter({('GBIF:2394622', 'European bass'): 23, ('GBIF:2394631', 'European bass'): 23, ('GBIF:2394622', 'Dicentrarchus labrax'): 23, ('GBIF:5211265', 'Sea bass'): 16, ('GBIF:2387722', 'Sea bass'): 16, ('GBIF:2394640', 'Sea bass'): 16, ('GBIF:2387730', 'Sea bass'): 16, ('GBIF:2387731', 'Sea bass'): 16, ('GBIF:2412304', 'Atlantic silverside'): 2, ('GBIF:4285694', 'Oreochromis niloticus'): 2, ('GBIF:495', 'eels'): 2, ('GBIF:9413', 'Sea Turtles'): 2, ('GBIF:1941544', 'Divana'): 2, ('GBIF:2412304', 'Menidia menidia'): 1, ('GBIF:2441370', 'Alligator mississippiensis'): 1, ('GBIF:8909809', 'Emys orbicularis'): 1, ('GBIF:7779895', 'Casella'): 1, ('GBIF:5211265', 'Bass'): 1, ('GBIF:2394563', 'Bass'): 1, ('GBIF:2394598', 'Bass'): 1, ('GBIF:5211243', 'Bass'): 1, ('GBIF:5211245', 'Bass'): 1, ('GBIF:4286327', 'threespine stickleback'): 1, ('GBIF:4286327', 'Gasterosteus aculeatus'): 1, ('GBIF:2441370', 'American Alligator'): 1, ('GBIF:2388100', 'Seabass'): 1, ('GBIF:5210122', 'Seabass'): 1, ('GBIF:2388240', 'Seabass'): 1, ('GBIF:2388891', 'Seabass'): 1, ('GBIF:2388507', 'Seabass'): 1, ('GBIF:2372308', 'Nile tilapia'): 1, ('GBIF:4285694', 'Nile tilapia'): 1})"
['Drosophila suzukii wing spot size is robust to developmental temperature'],Ecology and Evolution,https://hal.sorbonne-universite.fr/hal-02557005/document,2020,-1.0,-1.0,-1.0,8,"{'B-1': 2, 'B56': 5, 'B98': 1}","{'L0': 17.97, 'L10': 23.59, 'L29': 4.96, 'L46': 8.76, 'L95': 5.01, 'L105': 2.1, 'L125': 1.17, 'L128': 2.06, 'L129': 8.03, 'L139': 1.75, 'L174': 1.29, 'L199': 21.79}","Counter({('GBIF:5073820', 'Drosophila suzukii'): 32, ('GBIF:5073640', 'Drosophila elegans'): 2, ('GBIF:6330666', 'Drosophila elegans'): 2, ('GBIF:8412190', 'Drosophila elegans'): 2, ('GBIF:5074359', 'Drosophila gunungcola'): 2, ('GBIF:5073713', 'Drosophila melanogaster'): 2, ('GBIF:7821429', 'Drosophila melanogaster'): 2, ('GBIF:9840414', 'Bicyclus anynana'): 1, ('GBIF:5549', 'shore flies & brine flies'): 1, ('GBIF:2912468', 'Henriquezia'): 1, ('GBIF:5073820', 'Drosophila suzukii (Matsumura, 1931)'): 1, ('GBIF:3084923', 'alligatorweed'): 1, ('GBIF:2288379', 'Butterfly'): 1, ('GBIF:2385548', 'Butterfly'): 1, ('GBIF:3230674', 'Diptera'): 1, ('GBIF:811', 'Diptera'): 1, ('GBIF:5547', 'Drosophilidae'): 1, ('GBIF:1987437', 'Piercia occidentalis'): 1, ('GBIF:797', 'Lepidoptera'): 1})"
['Ancestrality and evolution of trait syndromes in finches (Fringillidae)'],Ecology and Evolution,https://hal.science/hal-01662671/document,2017,-0.42857142857142855,-1.0,-1.0,15,"{'B108': 1, 'B-1': 3, 'B13': 7, 'B120': 2, 'B83': 2}",{'L171': 99.98},"Counter({('GBIF:5242', 'Fringillidae'): 30, ('GBIF:7191709', 'Carduelis carduelis carduelis'): 11, ('GBIF:5788766', 'Leistes superciliaris'): 10, ('GBIF:5231646', 'Acanthis hornemanni'): 10, ('GBIF:2494154', 'Loxia pytyopsittacus'): 10, ('GBIF:8144830', 'Loxia leucoptera'): 9, ('GBIF:5242', 'Finches'): 8, ('GBIF:6100990', 'Crithagra leucopygia'): 8, ('GBIF:5231640', 'Spinus tristis'): 8, ('GBIF:2494543', 'Pyrrhula pyrrhula'): 7, ('GBIF:2494394', 'Bucanetes githagineus'): 7, ('GBIF:2494350', 'Eremopsaltria mongolica'): 7, ('GBIF:9629160', 'Loxia curvirostra'): 7, ('GBIF:2488315', 'Chlorophonia cyanea'): 6, ('GBIF:2487981', 'Euphonia musica'): 6, ('GBIF:2487964', 'Euphonia chlorotica'): 6, ('GBIF:2488010', 'Euphonia cayennensis'): 6, ('GBIF:2488004', 'Euphonia minuta'): 6, ('GBIF:2487998', 'Euphonia laniirostris'): 6, ('GBIF:2487970', 'Euphonia violacea'): 6, ('GBIF:2494146', 'Eophona migratoria'): 6, ('GBIF:2494324', 'Hesperiphona vespertina'): 6, ('GBIF:2494329', 'Coccothraustes coccothraustes'): 6, ('GBIF:2494582', 'Paroreomyza montana'): 6, ('GBIF:2494136', 'Loxioides bailleui'): 6, ('GBIF:8346110', 'Chlorodrepanis virens'): 6, ('GBIF:3241546', 'Erythrina'): 6, ('GBIF:2945830', 'Erythrina'): 6, ('GBIF:2494495', 'Carpodacus synoicus'): 6, ('GBIF:7690055', 'Carpodacus sibiricus'): 6, ('GBIF:2494500', 'Carpodacus thura'): 6, ('GBIF:2494485', 'Carpodacus pulcherrimus'): 6, ('GBIF:2494445', 'Carpodacus'): 6, ('GBIF:2494490', 'Carpodacus rhodochlamys'): 6, ('GBIF:8302385', 'Procarduelis nipalensis'): 6, ('GBIF:5845582', 'Chloris chloris'): 6, ('GBIF:6101015', 'Chloris sinica'): 6, ('GBIF:6101013', 'Chloris spinoides'): 6, ('GBIF:6101014', 'Chloris ambigua'): 6, ('GBIF:6092509', 'Spinus olivaceus'): 6, ('GBIF:6101002', 'Crithagra striolata'): 6, ('GBIF:6101004', 'Crithagra burtoni'): 6, ('GBIF:6100976', 'Crithagra mennelli'): 6, ('GBIF:6100980', 'Crithagra rufobrunnea'): 6, ('GBIF:6100986', 'Crithagra citrinelloides'): 6, ('GBIF:6100996', 'Crithagra mozambica'): 6, ('GBIF:8104397', 'Linaria cannabina'): 6, ('GBIF:7668711', 'Linaria flavirostris'): 6, ('GBIF:5231630', 'Acanthis flammea'): 6, ('GBIF:2494621', 'Carduelis'): 6, ('GBIF:2494632', 'Carduelis citrinella'): 6, ('GBIF:5231530', 'Serinus canicollis'): 6, ('GBIF:5231561', 'Serinus syriacus'): 6, ('GBIF:2494194', 'Serinus pusillus'): 6, ('GBIF:2494200', 'Serinus serinus'): 6, ('GBIF:2494303', 'Serinus canaria'): 6, ('GBIF:5231647', 'Spinus psaltria'): 6, ('GBIF:3239218', 'Spinus'): 6, ('GBIF:8051475', 'Spinus'): 6, ('GBIF:8247572', 'Spinus'): 6, ('GBIF:3265444', 'Spinus'): 6, ('GBIF:5231635', 'Spinus pinus'): 6, ('GBIF:6092488', 'Spinus barbatus'): 6, ('GBIF:5845578', 'Spinus cucullatus'): 6, ('GBIF:7341745', 'Spinus magellanicus'): 6, ('GBIF:6092503', 'Spinus atratus'): 6, ('GBIF:2494421', 'Fringilla'): 6, ('GBIF:5231210', 'Passer luteus'): 5, ('GBIF:5231198', 'Passer montanus'): 5, ('GBIF:2492350', 'Petronia petronia'): 5, ('GBIF:2492368', 'Montifringilla ruficollis'): 5, ('GBIF:9687165', 'Motacilla alba'): 5, ('GBIF:2490246', 'Anthus trivialis'): 5, ('GBIF:2491719', 'Plectrophenax nivalis'): 5, ('GBIF:2489715', 'Parula pitiayumi'): 5, ('GBIF:2488011', 'Euphonia xanthogaster'): 5, ('GBIF:2494508', 'Carpodacus puniceus'): 5, ('GBIF:2494514', 'Carpodacus roseus'): 5, ('GBIF:9401967', 'Carpodacus rubicilloides'): 5, ('GBIF:2494517', 'Carpodacus rubicilla'): 5, ('GBIF:2494570', 'Rhodopechys sanguineus'): 5, ('GBIF:8323485', 'Haemorhous mexicanus'): 5, ('GBIF:7804446', 'Haemorhous purpureus'): 5, ('GBIF:2494374', 'Leucosticte brandti'): 5, ('GBIF:5242', 'Hawaiian Honeycreepers'): 3, ('GBIF:7379284', 'Agraphospiza rubescens'): 3, ('GBIF:2487948', 'Euphonia'): 2, ('GBIF:2491303', 'Ammodramus humeralis'): 2, ('GBIF:212', 'Aves'): 2, ('GBIF:7294', 'drepanids'): 1, ('GBIF:2384787', 'Black'): 1, ('GBIF:2494360', 'Leucosticte tephrocotis'): 1, ('GBIF:5263', 'Parulidae'): 1, ('GBIF:2494150', 'Loxia'): 1, ('GBIF:2494394', 'Trumpeter Finch'): 1, ('GBIF:4408954', 'Mongolian Finch'): 1, ('GBIF:2494350', 'Mongolian Finch'): 1, ('GBIF:2494150', 'crossbill'): 1, ('GBIF:9629160', 'Red Crossbill'): 1, ('GBIF:2494369', 'Plain Mountain Finch'): 1, ('GBIF:2494621', 'Goldfinches'): 1, ('GBIF:4610120', 'Alics'): 1, ('GBIF:5286', 'Thamnophilidae'): 1, ('GBIF:2492191', 'Song Sparrows'): 1, ('GBIF:3188456', 'Passerina'): 1, ('GBIF:2490326', 'Passerina'): 1, ('GBIF:4270810', 'Drummond rush'): 1, ('GBIF:2701717', 'Drummond rush'): 1, ('GBIF:4324', 'assassin bugs'): 1, ('GBIF:216', 'Insecta'): 1, ('GBIF:809', 'Hemiptera'): 1, ('GBIF:4324', 'Reduviidae'): 1, ('GBIF:3262528', 'bark beetles'): 1, ('GBIF:3262528', 'Scolytidae'): 1, ('GBIF:9631235', '? hungarica'): 1, ('GBIF:9595204', '? hungarica'): 1, ('GBIF:9525029', '? hungarica'): 1, ('GBIF:9308908', '? hungarica'): 1, ('GBIF:9480784', '? hungarica'): 1, ('GBIF:9060128', 'Hyposada'): 1, ('GBIF:2121799', 'Willemia'): 1, ('GBIF:546', 'Collembola'): 1, ('GBIF:7248980', 'Fulgia'): 1, ('GBIF:8064074', 'Orobanche'): 1, ('GBIF:3173259', 'Orobanche'): 1, ('GBIF:3728101', 'Phelipanche'): 1, ('GBIF:6651', 'Orobanchaceae'): 1, ('GBIF:1334476', 'Chelostoma'): 1, ('GBIF:8128385', 'Wood Warbler'): 1, ('GBIF:4844128', 'Haemorhous'): 1, ('GBIF:3171840', 'Ruellia'): 1, ('GBIF:3247625', 'Ruellia'): 1, ('GBIF:2393', 'Acanthaceae'): 1, ('GBIF:7317708', 'Zucca'): 1})"
"['Habitat suitability and demography, a time-dependent relationship']",Ecology and Evolution,https://hal.science/hal-03027928/document,2021,-0.4166666666666667,-0.5,-1.0,8,"{'B-1': 5, 'B30': 1, 'B189': 1, 'B9': 1}","{'L7': 1.52, 'L30': 10.94, 'L79': 1.31, 'L89': 61.59, 'L102': 1.86, 'L137': 2.4, 'L138': 9.33, 'L155': 1.02, 'L175': 1.97, 'L186': 2.69}","Counter({('GBIF:2474864', 'Houbara'): 16, ('GBIF:4851893', 'Houbara'): 16, ('GBIF:2474864', 'Houbara bustard'): 7, ('GBIF:7191388', 'Chlamydotis undulata undulata'): 6, ('GBIF:7191388', 'Houbara Bustard (North African)'): 3, ('GBIF:2474864', 'Chlamydotis undulata'): 3, ('GBIF:1762178', 'Cetola'): 2, ('GBIF:7193880', 'Vulpes vulpes vulpes'): 2, ('GBIF:3266030', 'Sala'): 2, ('GBIF:3258223', 'Sala'): 2, ('GBIF:2369950', 'Temporalis'): 1, ('GBIF:54', 'arthropods'): 1, ('GBIF:2481776', 'Ruddy Turnstone'): 1, ('GBIF:2481776', 'Arenaria interpres'): 1, ('GBIF:7252075', 'Gilmania'): 1, ('GBIF:2889070', 'Gilmania'): 1, ('GBIF:4120808', 'Bambusa gracilis Rivière & C.Rivière'): 1, ('GBIF:4142962', 'Bambusa gracilis Rivière & C.Rivière'): 1, ('GBIF:7192402', 'Shore Birds'): 1, ('GBIF:5203777', 'guppy'): 1, ('GBIF:2350050', 'guppy'): 1, ('GBIF:2350050', 'Poecilia reticulata'): 1, ('GBIF:9251131', 'Herbivora'): 1, ('GBIF:9475877', 'Herbivora'): 1, ('GBIF:4313956', 'Nakazawai'): 1, ('GBIF:9794780', 'Anthophora plumipes'): 1, ('GBIF:1344087', 'Anthophora plumipes'): 1})"
"['Herbivory on the pedunculate oak along an urbanization gradient in Europe: Effects of impervious surface, local tree cover, and insect feeding guild']",Ecology and Evolution,https://hal.science/hal-03631327/document,2023,-0.11627906976744186,1.0,-1.0,12,"{'B-1': 3, 'B110': 5, 'B151': 1, 'B68': 3}","{'L9': 5.19, 'L17': 1.73, 'L49': 8.45, 'L58': 2.78, 'L64': 59.89, 'L120': 1.1, 'L135': 1.88, 'L175': 1.44, 'L178': 2.05, 'L186': 2.06, 'L196': 1.54}","Counter({('GBIF:2878688', 'Quercus robur'): 3, ('GBIF:7911626', 'Quercus robur'): 3, ('GBIF:7586523', 'Quercus robur'): 3, ('GBIF:8206510', 'Quercus robur'): 3, ('GBIF:216', 'insect'): 2, ('GBIF:3264953', 'Heteroptera'): 2, ('GBIF:10395009', 'Heteroptera'): 2, ('GBIF:3248454', 'Heteroptera'): 2, ('GBIF:7756863', 'Heteroptera'): 2, ('GBIF:2020689', 'Stephanitis pyrioides'): 2, ('GBIF:2878688', 'Quercus robur L.'): 1, ('GBIF:8947123', 'Quercus linnaeus'): 1, ('GBIF:2877951', 'Oak'): 1, ('GBIF:2878373', 'Quercus lobata'): 1, ('GBIF:9251131', 'Herbivora'): 1, ('GBIF:9475877', 'Herbivora'): 1, ('GBIF:2930421', 'Solanum lycocarpum'): 1, ('GBIF:7717', 'Solanaceae'): 1, ('GBIF:5290154', 'tropical reed'): 1, ('GBIF:4161154', 'Turnera subulata'): 1, ('GBIF:2880130', 'Quercus petraea'): 1, ('GBIF:3792', 'Carabidae'): 1, ('GBIF:797', 'Lepidoptera'): 1, ('GBIF:7728813', 'Quercus agrifolia'): 1, ('GBIF:2880791', 'Quercus agrifolia'): 1, ('GBIF:4830141', 'Vetelia'): 1, ('GBIF:7899', 'Tingidae'): 1, ('GBIF:2877951', 'Quercus'): 1, ('GBIF:2882300', 'Fagus crenata'): 1})"
['Body condition influences ontogeny of foraging behavior in juvenile southern elephant seals'],Ecology and Evolution,https://hal.science/hal-02042453/document,2021,-0.875,-1.0,-1.0,11,"{'B-1': 1, 'B31': 10}","{'L11': 2.43, 'L62': 1.71, 'L89': 1.57, 'L153': 1.14, 'L176': 89.53}","Counter({('GBIF:2434814', 'Mirounga leonina'): 8, ('GBIF:2481660', 'King Penguin'): 5, ('GBIF:2433480', 'Australian sea lion'): 3, ('GBIF:5816578', 'Australian sea lion'): 3, ('GBIF:2433483', 'Australian sea lion'): 3, ('GBIF:2433484', 'Australian sea lion'): 3, ('GBIF:2073', 'krill'): 2, ('GBIF:868', 'krill'): 2, ('GBIF:2228004', 'Euphausia'): 1, ('GBIF:2481660', 'Aptenodytes patagonicus'): 1, ('GBIF:2481861', 'european shag'): 1, ('GBIF:2481861', 'Phalacrocorax aristotelis'): 1, ('GBIF:2433475', 'Arctocephalus pusillus'): 1, ('GBIF:2434813', 'Mirounga angustirostris'): 1, ('GBIF:4591393', 'Stearnsia'): 1})"
['Two aspects of longevity are associated with rates of loss of telomeres in birds'],Ecology and Evolution,https://cnrs.hal.science/hal-03859962/document,2022,-1.0,-1.0,-1.0,6,{'B48': 6},"{'L13': 88.72, 'L102': 2.63, 'L161': 7.45}","Counter({('GBIF:212', 'birds'): 5, ('GBIF:3656008', 'Gomesia'): 1, ('GBIF:9366166', 'Gomesia'): 1, ('GBIF:5510', 'mice'): 1})"
['A negative association between horn length and survival in a weakly dimorphic ungulate'],Ecology and Evolution,https://hal.science/hal-03100765/document,2021,-0.25,-1.0,-1.0,8,"{'B0': 1, 'B25': 7}","{'L13': 18.67, 'L29': 5.23, 'L30': 18.18, 'L91': 4.43, 'L100': 8.79, 'L122': 3.43, 'L139': 38.32}","Counter({('GBIF:5220170', 'Alpine Chamois'): 15, ('GBIF:5220171', 'Pyrenean Chamois'): 10, ('GBIF:9531221', 'sheep'): 5, ('GBIF:9614', 'sheep'): 5, ('GBIF:2441119', 'Bighorn Sheep'): 5, ('GBIF:5220169', 'Rupicapra'): 5, ('GBIF:7923708', 'Rupicapra'): 5, ('GBIF:5220171', 'Rupicapra pyrenaica'): 3, ('GBIF:9614', 'bovids'): 2, ('GBIF:3314036', 'Antlea'): 2, ('GBIF:5220169', 'chamois'): 2, ('GBIF:5220170', 'chamois'): 2, ('GBIF:9623863', 'chamois'): 2, ('GBIF:8841912', 'chamois'): 2, ('GBIF:6545374', 'chamois'): 2, ('GBIF:5220126', 'Roe deer'): 2, ('GBIF:7261457', 'Rupicapra pyrenaica pyrenaica'): 2, ('GBIF:2436436', 'Humans'): 1, ('GBIF:2440913', 'Rangifer'): 1, ('GBIF:7757068', 'Rangifer'): 1, ('GBIF:4738429', 'Rangifer'): 1, ('GBIF:2441119', 'Ovis canadensis'): 1, ('GBIF:2441055', 'Alpine ibex'): 1, ('GBIF:2441055', 'Capra ibex'): 1, ('GBIF:2440958', 'Red deer'): 1, ('GBIF:2440958', 'Cervus elaphus'): 1, ('GBIF:212', 'birds'): 1, ('GBIF:4262538', 'Rocky Mountain bighorn sheep'): 1, ('GBIF:9251131', 'Herbivora'): 1, ('GBIF:9475877', 'Herbivora'): 1, ('GBIF:5706425', 'Apennine Chamois'): 1, ('GBIF:2441118', 'Ovis dalli'): 1, ('GBIF:7059489', 'white-tailed deer'): 1, ('GBIF:2440964', 'white-tailed deer'): 1, ('GBIF:2440965', 'white-tailed deer'): 1, ('GBIF:5220133', 'white-tailed deer'): 1, ('GBIF:9673447', 'white-tailed deer'): 1, ('GBIF:2495404', 'Pigeons'): 1, ('GBIF:1446', 'Pigeons'): 1})"
